Name,Lat,Longt,Alt,AirTemp,DewPoint,Precip,Pressure,RelativeHumidity,WindGust,WindSpeed,Visibility
C0W130,23.4000694444444,119.322761111111,N/A,22.9,N/A,0.0,1011.7,0.87,N/A,4.5,N/A
C0W140,24.4882916666667,118.408777777778,N/A,23.1,N/A,0.0,1014.4,0.64,N/A,4.3,N/A
C0W150,24.4577027777778,118.328988888889,N/A,23.6,N/A,0.0,1011.6,0.65,N/A,4.8,N/A
C0W160,24.9944,119.449555555556,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0AH70,25.0487111111111,121.550427777778,N/A,23.9,N/A,0.0,1012.0,0.74,N/A,2.8,N/A
C0E870,24.60725,120.826094444444,N/A,23.5,N/A,0.0,1011.1,0.99,N/A,0.0,N/A
C0K580,23.7374555555556,120.417944444444,N/A,23.3,N/A,0.0,1011.5,0.88,N/A,1.3,N/A
C0C690,25.0638611111111,121.340163888889,N/A,22.4,N/A,0.0,977.1,0.78,N/A,1.9,N/A
C0B020,25.1914083333333,121.783913888889,N/A,22.1,N/A,0.0,1004.4,0.94,N/A,6.8,N/A
C0S900,22.0490944444444,121.512141666667,N/A,26.6,N/A,11.5,1012.8,0.82,N/A,4.5,N/A
C0S910,22.0811944444444,121.503116666667,N/A,24.2,N/A,8.5,990.8,0.88,N/A,2.2,N/A
C0AI20,25.2831277777778,121.519058333333,N/A,22.8,N/A,2.0,1012.0,0.86,N/A,4.2,N/A
C0V820,23.1484083333333,120.63325,N/A,22.8,N/A,0.0,967.2,0.89,N/A,0.3,N/A
C0C710,24.8929361111111,121.324975,N/A,22.9,N/A,0.0,999.4,0.99,N/A,2.6,N/A
C0U650,24.6752861111111,121.587061111111,N/A,20.0,N/A,4.0,966.7,1,N/A,2.0,N/A
C0U780,24.6863694444444,121.797944444444,N/A,21.9,N/A,10.0,1015.0,0.99,N/A,0.3,N/A
C0U710,24.5054861111111,121.525655555556,N/A,13.2,N/A,3.0,811.1,0.99,N/A,0.0,N/A
C0U720,24.4374194444444,121.381669444444,N/A,17.3,N/A,0.0,890.3,1,N/A,0.3,N/A
C0U520,24.7530333333333,121.641302777778,N/A,19.1,N/A,20.0,959.8,1,N/A,0.1,N/A
C0U860,24.8532333333333,121.830797222222,N/A,22.5,N/A,30.5,1015.7,0.97,N/A,0.4,N/A
C0U870,24.7910416666667,121.675047222222,N/A,19.8,N/A,23.0,963.2,1,N/A,1.3,N/A
C0U890,24.6681222222222,121.653016666667,N/A,21.8,N/A,3.0,1003.8,0.99,N/A,1.4,N/A
C0U900,24.7181333333333,121.687663888889,N/A,22.2,N/A,6.5,1010.3,0.86,N/A,1.5,N/A
C0U910,24.633725,121.793697222222,N/A,22.6,N/A,7.0,1014.3,0.99,N/A,0.9,N/A
C0U600,24.8175388888889,121.765608333333,N/A,22.1,N/A,18.5,1014.9,0.99,N/A,0.6,N/A
C0U750,24.8416666666667,121.953133333333,N/A,20.6,N/A,1.0,970.1,0.97,N/A,6.5,N/A
C0A970,25.0076055555556,122.002058333333,N/A,24.0,N/A,0.0,1005.6,0.83,N/A,3.3,N/A
C0U940,24.6818361111111,121.749344444444,N/A,22.3,N/A,6.0,1014.6,0.98,N/A,0.4,N/A
C0U950,24.8975361111111,121.792444444444,N/A,17.3,N/A,36.5,905.4,1,N/A,8.8,N/A
C0U970,24.8006361111111,121.813891666667,N/A,22.0,N/A,18.5,1016.2,0.99,N/A,0.3,N/A
C0U980,24.8647805555556,121.773961111111,N/A,19.4,N/A,30.5,952.8,1,N/A,3.1,N/A
C0T820,24.1795972222222,121.495638888889,N/A,20.4,N/A,0.0,960.1,0.99,N/A,0.0,N/A
C0Z100,23.89525,121.549833333333,N/A,22.4,N/A,1.5,1012.2,1,N/A,0.0,N/A
C0T870,23.9356388888889,121.508944444444,N/A,21.3,N/A,0.5,1000.4,0.98,N/A,0.0,N/A
C0T9B0,23.9918611111111,121.537169444444,N/A,19.9,N/A,4.5,954.8,1,N/A,0.0,N/A
C0T9G0,23.7352694444444,121.420130555556,N/A,19.7,N/A,0.0,950.3,1,N/A,0.0,N/A
C0T960,23.6606944444444,121.424963888889,N/A,22.3,N/A,0.0,1002.8,0.96,N/A,0.0,N/A
C0T900,23.8119,121.441458333333,N/A,21.7,N/A,0.0,995.9,0.98,N/A,0.0,N/A
C0T9A0,23.8099277777778,121.539827777778,N/A,20.4,N/A,5.5,960.4,1,N/A,0.0,N/A
C0T9E0,23.8806277777778,121.581980555556,N/A,20.3,N/A,4.5,970.4,1,N/A,0.0,N/A
C0T9H0,23.6829472222222,121.5274,N/A,19.3,N/A,0.5,936.4,1,N/A,0.8,N/A
C0T9F0,23.7971305555556,121.542513888889,N/A,21.5,N/A,3.0,988.3,1,N/A,0.1,N/A
C0T9I0,23.5838972222222,121.514805555556,N/A,22.1,N/A,1.5,999.6,0.99,N/A,0.2,N/A
C0Z020,23.2087166666667,121.262341666667,N/A,22.0,N/A,0.0,991.4,0.96,N/A,2.1,N/A
C0Z061,23.3215,121.339655555556,N/A,22.0,N/A,0.5,999.3,0.98,N/A,0.1,N/A
C0Z070,23.4681138888889,121.374069444444,N/A,21.3,N/A,0.0,987.9,1,N/A,2.6,N/A
C0Z050,23.3456666666667,121.213163888889,N/A,19.1,N/A,0.5,926.3,0.99,N/A,0.0,N/A
C0Z080,23.5876416666667,121.378225,N/A,20.9,N/A,0.0,982.9,1,N/A,0.6,N/A
C0Z150,23.930925,121.595152777778,N/A,22.5,N/A,1.0,1013.7,0.98,N/A,1.1,N/A
C0Z160,23.7461138888889,121.453411111111,N/A,22.1,N/A,0.5,1003.3,0.99,N/A,0.5,N/A
C0Z170,23.34425,121.303302777778,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0Z180,24.0394611111111,121.604538888889,N/A,22.8,N/A,2.0,1012.5,0.99,N/A,0.6,N/A
C0Z190,24.1474333333333,121.629702777778,N/A,22.5,N/A,1.5,1008.8,0.93,N/A,0.3,N/A
C0Z200,23.7092194444444,121.420105555556,N/A,22.0,N/A,0.5,999.8,0.99,N/A,0.0,N/A
C0Z210,23.5239,121.390211111111,N/A,22.2,N/A,1.0,1002.8,0.97,N/A,0.8,N/A
C0Z250,23.4928416666667,121.306883333333,N/A,16.9,N/A,5.0,894.0,1,N/A,0.0,N/A
C0Z270,23.73835,121.540108333333,N/A,20.9,N/A,0.5,977.7,1,N/A,0.0,N/A
C0Z280,23.4742638888889,121.410711111111,N/A,22.3,N/A,0.0,991.9,1,N/A,0.0,N/A
C0Z290,23.3689277777778,121.382930555556,N/A,18.4,N/A,1.5,913.6,0.99,N/A,0.4,N/A
C0Z300,23.2685277777778,121.305469444444,N/A,22.3,N/A,2.5,996.4,0.96,N/A,0.1,N/A
C0Z310,24.2182944444444,121.689141666667,N/A,22.4,N/A,1.0,1009.6,0.98,N/A,0.5,N/A
C0Z320,23.27125,121.188272222222,N/A,19.8,N/A,0.5,946.3,0.97,N/A,0.0,N/A
C0Z330,23.2907277777778,121.348527777778,N/A,19.9,N/A,6.5,962.4,1,N/A,0.0,N/A
C0T9M0,23.4551666666667,121.495027777778,N/A,22.6,N/A,0.0,1006.9,0.99,N/A,0.7,N/A
C0S830,23.2868166666667,121.411975,N/A,22.1,N/A,0.5,984.8,0.96,N/A,0.0,N/A
C0S810,22.9726722222222,121.303986111111,N/A,23.5,N/A,0.5,1010.7,0.96,N/A,0.1,N/A
C0S730,22.6672027777778,121.475327777778,N/A,23.0,N/A,30.0,1002.7,1,N/A,4.5,N/A
C0S660,23.1501944444444,121.070025,N/A,19.4,N/A,0.5,929.8,1,N/A,0.0,N/A
C0S750,23.2483972222222,120.986133333333,N/A,12.2,N/A,8.5,777.2,1,N/A,0.0,N/A
C0S760,23.0691305555556,121.126219444444,N/A,15.4,N/A,1.0,842.8,1,N/A,0.0,N/A
C0S740,23.1196277777778,121.209469444444,N/A,21.8,N/A,0.0,984.4,0.97,N/A,0.2,N/A
C0S710,22.9177111111111,121.122994444444,N/A,21.1,N/A,0.5,974.0,1,N/A,0.6,N/A
C0S890,23.0395,121.175016666667,N/A,22.3,N/A,0.0,991.5,0.98,N/A,0.0,N/A
C0SA80,22.4531083333333,120.887572222222,N/A,22.1,N/A,3.0,1000.0,1,N/A,0.7,N/A
C0S770,22.478475,120.943325,N/A,21.3,N/A,3.0,973.7,0.97,N/A,0.5,N/A
C0S840,22.279725,120.889208333333,N/A,24.2,N/A,1.0,1014.1,0.93,N/A,0.8,N/A
C0S790,22.5381222222222,120.966875,N/A,21.5,N/A,2.0,989.9,0.99,N/A,0.8,N/A
C0S690,22.6090222222222,120.985327777778,N/A,20.1,N/A,3.5,957.2,0.99,N/A,0.4,N/A
C0S700,22.6848722222222,121.005644444444,N/A,20.4,N/A,5.5,960.4,1,N/A,0.0,N/A
C0T9N0,23.1716388888889,121.249377777778,N/A,21.9,N/A,0.0,987.3,0.98,N/A,0.1,N/A
C0C700,24.9776611111111,121.256375,N/A,23.2,N/A,0.0,997.5,0.87,N/A,4.4,N/A
C0X320,23.2533277777778,120.375252777778,N/A,25.1,N/A,0.0,1010.1,0.8,N/A,1.8,N/A
C0M860,23.3380166666667,120.683330555556,N/A,22.3,N/A,0.0,949.8,0.89,N/A,0.0,N/A
C0G920,23.9247027777778,120.547533333333,N/A,23.9,N/A,-99,1009.8,0.94,N/A,0.8,N/A
C0G940,23.8482527777778,120.386763888889,N/A,23.2,N/A,0.0,1012.4,0.91,N/A,1.5,N/A
C0K590,23.6741944444444,120.255722222222,N/A,23.5,N/A,0.0,1012.2,0.87,N/A,1.5,N/A
C0R320,22.0744,120.716247222222,N/A,25.2,N/A,0.0,1013.4,0.81,N/A,7.5,N/A
C0R440,22.4052638888889,120.753180555556,N/A,14.8,N/A,10.5,835.7,1,N/A,7.6,N/A
C0R700,22.2468444444444,120.661086111111,N/A,26.5,N/A,0.0,1012.0,0.72,N/A,5.1,N/A
C0R660,22.3677222222222,120.590647222222,N/A,25.4,N/A,0.0,1011.8,0.87,N/A,0.5,N/A
C0R670,22.1901305555556,120.692155555556,N/A,25.0,N/A,0.0,1011.5,0.76,N/A,4.0,N/A
C0R280,22.076075,120.836794444444,N/A,22.3,N/A,0.5,987.5,0.96,N/A,1.5,N/A
C0R340,22.1300361111111,120.792638888889,N/A,22.1,N/A,0.5,987.6,1,N/A,1.4,N/A
C0R680,21.9935777777778,120.861633333333,N/A,24.7,N/A,18.5,1013.2,0.88,N/A,3.3,N/A
C0R690,21.9667555555556,120.810269444444,N/A,22.2,N/A,10.0,985.7,1,N/A,1.5,N/A
C0R720,22.2054027777778,120.887613888889,N/A,22.6,N/A,1.0,991.1,0.95,N/A,6.2,N/A
C0R350,21.9216888888889,120.735816666667,N/A,24.8,N/A,0.0,1010.2,0.92,N/A,4.8,N/A
C0R620,21.9008361111111,120.855269444444,N/A,24.1,N/A,8.5,1011.0,0.98,N/A,3.1,N/A
C0R750,22.0769888888889,120.802438888889,N/A,20.3,N/A,0.5,952.5,1,N/A,7.4,N/A
C0R730,22.0246333333333,120.69355,N/A,23.7,N/A,0.0,996.6,0.89,N/A,3.8,N/A
C0R710,21.9316722222222,120.838941666667,N/A,23.7,N/A,5.0,1001.5,0.95,N/A,7.7,N/A
C0R740,22.2015694444444,120.70525,N/A,25.1,N/A,0.0,1008.2,0.79,N/A,5.1,N/A
C0U760,24.5219583333333,121.833175,N/A,21.6,N/A,25.0,1014.1,1,N/A,0.0,N/A
C0U770,24.4493472222222,121.810219444444,N/A,22.1,N/A,9.0,1015.6,0.97,N/A,2.6,N/A
C0T9D0,24.2667611111111,121.741030555556,N/A,21.8,N/A,6.5,1016.3,0.96,N/A,0.0,N/A
C0U960,24.5108555555556,121.608044444444,N/A,13.7,N/A,5.5,817.2,1,N/A,1.1,N/A
C0Z220,24.3439222222222,121.656316666667,N/A,19.7,N/A,1.5,950.4,1,N/A,0.0,N/A
C0Z230,24.3071694444444,121.770069444444,N/A,22.9,N/A,11.5,1013.6,0.95,N/A,1.8,N/A
C0UA60,24.413925,121.783247222222,N/A,20.1,N/A,24.5,952.2,1,N/A,1.5,N/A
C0UA70,24.9626055555556,121.888875,N/A,19.3,N/A,26.5,956.0,1,N/A,2.0,N/A
C0UA50,24.5553611111111,121.802627777778,N/A,18.6,N/A,45.0,926.4,1,N/A,1.7,N/A
C0UA40,24.5606472222222,121.752608333333,N/A,17.3,N/A,9.0,892.8,1,N/A,0.1,N/A
C0AH90,24.7607166666667,121.58135,N/A,18.3,N/A,0.0,946.2,1,N/A,0.0,N/A
C0UA10,24.5902694444444,121.412227777778,N/A,14.9,N/A,2.5,835.4,1,N/A,0.0,N/A
C0UA30,24.5278194444444,121.519030555556,N/A,16.1,N/A,3.0,864.3,1,N/A,0.0,N/A
C0UA00,24.5765333333333,121.495333333333,N/A,20.7,N/A,1.5,972.4,1,N/A,0.0,N/A
C0U990,24.74435,121.722472222222,N/A,22.2,N/A,11.0,1013.4,1,N/A,1.6,N/A
C0C620,25.084275,121.265766666667,N/A,24.2,N/A,0.0,1012.0,0.77,N/A,2.7,N/A
C0D540,24.7111583333333,121.116933333333,N/A,22.4,N/A,0.0,989.2,0.87,N/A,0.0,N/A
C0D590,24.8706777777778,120.977211111111,N/A,23.2,N/A,0.0,999.2,0.82,N/A,1.3,N/A
C0C590,25.0270722222222,121.153316666667,N/A,23.0,N/A,0.0,1006.3,0.8,N/A,1.1,N/A
C0D550,24.5269722222222,121.11605,N/A,14.1,N/A,0.0,814.1,0.9,N/A,0.0,N/A
C0D560,24.7671472222222,121.057880555556,N/A,24.2,N/A,0.0,998.5,0.79,N/A,1.3,N/A
C0C650,24.8975027777778,121.214636111111,N/A,22.8,N/A,0.0,990.7,0.83,N/A,3.5,N/A
C0C630,24.8828527777778,121.265547222222,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0E730,24.6882472222222,120.912205555556,N/A,26.1,N/A,0.0,1009.2,0.74,N/A,0.8,N/A
C0D580,24.7350055555556,121.025191666667,N/A,22.4,N/A,0.0,1000.4,0.9,N/A,0.0,N/A
C0E820,24.5391333333333,120.920041666667,N/A,23.2,N/A,0.0,989.5,0.89,N/A,0.0,N/A
C0C660,24.912375,121.143047222222,N/A,23.8,N/A,0.0,994.8,0.78,N/A,2.9,N/A
C0D650,24.9047944444444,121.043627777778,N/A,24.5,N/A,0.0,1003.8,0.75,N/A,2.4,N/A
C0C670,24.8700555555556,121.221388888889,N/A,22.6,N/A,0.0,986.8,0.84,N/A,2.2,N/A
C0D660,24.7986805555556,120.986941666667,N/A,24.8,N/A,0.0,1007.1,0.75,N/A,1.7,N/A
C0E850,24.6180694444444,120.948577777778,N/A,24.4,N/A,0.0,1002.2,0.86,N/A,0.0,N/A
C0E860,24.4967277777778,121.069538888889,N/A,11.6,N/A,0.0,748.1,0.81,N/A,0.0,N/A
C0F9Y0,24.4327388888889,121.303808333333,N/A,6.3,N/A,0.0,689.5,0.97,N/A,3.8,N/A
C0F9Z0,24.3887916666667,121.268675,N/A,7.8,N/A,0.0,699.3,0.87,N/A,2.7,N/A
C0F0A0,24.3885944444444,121.236338888889,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0C680,25.0284583333333,121.386561111111,N/A,22.1,N/A,0.0,987.5,0.84,N/A,3.9,N/A
C0F0D0,24.381675,121.4203,N/A,7.7,N/A,0.0,701.2,0.81,N/A,0.9,N/A
C0F0E0,24.3637138888889,121.444666666667,N/A,5.9,N/A,0.0,668.7,0.79,N/A,0.9,N/A
C0E750,24.5645694444444,120.824575,N/A,25.2,N/A,0.0,1003.3,0.81,N/A,0.2,N/A
C0E780,24.4896805555556,120.790852777778,N/A,23.2,N/A,0.0,995.2,0.91,N/A,0.0,N/A
C0E810,24.5629472222222,120.7485,N/A,22.1,N/A,0.0,1008.2,0.92,N/A,0.2,N/A
C0F9K0,24.3450611111111,120.588025,N/A,24.0,N/A,0.0,1008.9,0.98,N/A,1.0,N/A
C0F9L0,24.3104361111111,120.729725,N/A,23.3,N/A,-99,984.5,0.88,N/A,0.0,N/A
C0F9M0,24.2543222222222,120.720691666667,N/A,25.2,N/A,0.0,986.9,0.78,N/A,0.9,N/A
C0F9O0,24.2131055555556,120.703933333333,N/A,25.7,N/A,0.0,993.7,0.8,N/A,0.2,N/A
C0F9P0,24.3122972222222,120.562241666667,N/A,24.2,N/A,-99,1011.9,0.95,N/A,1.1,N/A
C0F9Q0,24.3478166666667,120.705686111111,N/A,22.4,N/A,0.0,996.7,0.99,N/A,0.1,N/A
C0F9R0,24.1845361111111,120.528972222222,N/A,24.6,N/A,0.0,1013.7,0.86,N/A,1.6,N/A
C0G890,24.1489333333333,120.484402777778,N/A,24.2,N/A,0.0,1011.0,0.89,N/A,2.0,N/A
C0E830,24.4397138888889,120.653052777778,N/A,23.8,N/A,0.0,1009.6,0.99,N/A,0.8,N/A
C0E880,24.4054777777778,120.749819444444,N/A,23.6,N/A,0.0,956.0,0.8,N/A,0.0,N/A
C0F0B0,24.2760611111111,120.777644444444,N/A,22.6,N/A,-99,977.6,0.99,N/A,0.6,N/A
C0F0C0,24.2485166666667,120.903319444444,N/A,19.2,N/A,0.0,905.7,0.94,N/A,0.0,N/A
C0FA00,24.2735027777778,120.947616666667,N/A,18.6,N/A,0.0,904.6,0.87,N/A,0.8,N/A
C0I370,23.8957027777778,120.94135,N/A,22.2,N/A,0.0,940.2,0.87,N/A,0.3,N/A
C0I420,24.0378027777778,120.855072222222,N/A,24.2,N/A,0.0,979.4,0.8,N/A,1.1,N/A
C0I390,24.0221222222222,121.132205555556,N/A,19.2,N/A,0.0,888.0,0.94,N/A,0.0,N/A
C0I360,23.8125527777778,120.849791666667,N/A,23.5,N/A,0.0,979.3,0.88,N/A,2.4,N/A
C0I380,23.8282055555556,120.801466666667,N/A,24.1,N/A,0.0,984.1,1,N/A,0.0,N/A
C0I410,23.8370527777778,120.701447222222,N/A,23.8,N/A,0.0,993.4,0.83,N/A,0.8,N/A
C0I490,23.9282277777778,121.091411111111,N/A,15.8,N/A,-99,844.1,0.98,N/A,2.4,N/A
C0I480,24.0852722222222,121.173572222222,N/A,12.3,N/A,0.0,791.4,0.98,N/A,0.0,N/A
C0I520,23.4704888888889,120.955994444444,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0I530,24.1317638888889,121.295716666667,N/A,7.7,N/A,0.0,705.1,0.92,N/A,1.1,N/A
C0I540,24.1092305555556,121.326455555556,N/A,-99,N/A,0.0,-99,-99,N/A,2.5,N/A
C0F9A0,24.1035555555556,120.751061111111,N/A,21.3,N/A,-99,964.7,0.87,N/A,0.8,N/A
C0F9N0,24.0924638888889,120.701377777778,N/A,25.1,N/A,0.0,1005.6,0.81,N/A,1.5,N/A
C0F9S0,24.1070583333333,120.624102777778,N/A,27.0,N/A,0.0,1008.8,0.83,N/A,1.1,N/A
C0F9T0,24.1794944444444,120.641275,N/A,25.1,N/A,0.0,1000.1,0.85,N/A,1.0,N/A
C0F9U0,24.1370055555556,120.637969444444,N/A,25.8,N/A,0.0,1004.6,0.78,N/A,1.3,N/A
C0G770,24.0412888888889,120.437669444444,N/A,24.5,N/A,0.0,1011.7,0.84,N/A,1.5,N/A
C0G780,24.03405,120.503869444444,N/A,24.1,N/A,-99,1012.0,0.9,N/A,1.8,N/A
C0G800,24.0003944444444,120.431683333333,N/A,24.2,N/A,0.0,1012.1,0.88,N/A,3.1,N/A
C0G810,23.9476333333333,120.525455555556,N/A,24.3,N/A,-99,1009.9,0.98,N/A,1.1,N/A
C0G820,23.9016694444444,120.509388888889,N/A,23.9,N/A,0.0,1013.1,0.88,N/A,0.0,N/A
C0G830,23.8660027777778,120.452805555556,N/A,24.2,N/A,-99,1009.6,0.91,N/A,1.2,N/A
C0G840,23.8775861111111,120.514222222222,N/A,23.9,N/A,0.0,1008.6,0.89,N/A,0.0,N/A
C0G860,23.8976472222222,120.5862,N/A,24.8,N/A,-99,1008.4,0.87,N/A,0.5,N/A
C0G880,23.8107416666667,120.6173,N/A,25.7,N/A,0.0,1003.4,0.82,N/A,1.1,N/A
C0G870,23.9223027777778,120.320025,N/A,23.9,N/A,0.0,1013.3,1,N/A,1.9,N/A
C0E740,24.6370555555556,120.864777777778,N/A,23.3,N/A,-99,1009.9,0.89,N/A,0.0,N/A
C0D360,24.6783472222222,121.208558333333,N/A,21.1,N/A,0.0,954.4,0.91,N/A,0.0,N/A
C0A560,24.7762027777778,121.502811111111,N/A,20.2,N/A,-99,969.3,0.98,N/A,0.3,N/A
C0A530,24.9381833333333,121.70975,N/A,21.4,N/A,-99,981.7,0.93,N/A,1.7,N/A
C0A540,24.8926,121.745736111111,N/A,20.2,N/A,18.5,971.6,1,N/A,0.0,N/A
C0A550,24.9711972222222,121.823711111111,N/A,20.0,N/A,23.0,969.0,1,N/A,0.2,N/A
C0D430,24.6905,121.017188888889,N/A,23.2,N/A,0.0,1003.1,0.89,N/A,0.0,N/A
C0E420,24.7089777777778,120.888897222222,N/A,25.0,N/A,0.0,1009.4,0.77,N/A,0.3,N/A
C0E430,24.601775,121.000213888889,N/A,23.5,N/A,0.0,988.4,0.9,N/A,0.3,N/A
C0A870,25.1321527777778,121.608691666667,N/A,19.5,N/A,-99,936.9,0.98,N/A,8.1,N/A
C0AH00,25.0668805555556,121.658777777778,N/A,23.5,N/A,-99,1011.5,0.8,N/A,2.5,N/A
C0AC60,24.939025,121.369727777778,N/A,24.4,N/A,-99,1007.6,0.72,N/A,2.8,N/A
C0AC70,25.0378222222222,121.564597222222,N/A,23.5,N/A,0.0,1007.2,0.82,N/A,1.6,N/A
C0AC80,25.00235,121.575727777778,N/A,23.7,N/A,-99,1011.1,0.82,N/A,2.5,N/A
C0ACA0,25.0514777777778,121.446755555556,N/A,24.1,N/A,0.0,1011.4,0.8,N/A,2.8,N/A
C0A520,24.9749444444444,121.402008333333,N/A,24.5,N/A,-99,1009.5,0.78,N/A,3.2,N/A
C0A920,25.2637833333333,121.565258333333,N/A,21.9,N/A,6.5,993.2,0.93,N/A,3.2,N/A
C0A570,24.8482222222222,121.597991666667,N/A,21.2,N/A,-99,975.2,0.93,N/A,3.1,N/A
C0A660,25.1131694444444,121.801147222222,N/A,22.0,N/A,-99,1004.5,0.98,N/A,0.1,N/A
C0A880,25.0178416666667,121.942083333333,N/A,21.0,N/A,-99,1013.8,-99,N/A,0.0,N/A
C0A890,25.0360027777778,121.864241666667,N/A,23.0,N/A,19.0,1011.8,0.9,N/A,0.0,N/A
C0UA20,24.3686138888889,121.373188888889,N/A,10.2,N/A,0.0,740.9,0.99,N/A,1.1,N/A
C0A950,25.1290361111111,121.923372222222,N/A,23.9,N/A,4.0,1008.2,0.88,N/A,10.8,N/A
C0A860,25.1659138888889,121.632969444444,N/A,20.1,N/A,16.0,975.5,0.98,N/A,1.5,N/A
C0A930,25.2331527777778,121.595236111111,N/A,20.1,N/A,8.5,991.0,0.99,N/A,0.9,N/A
C0A940,25.2236277777778,121.643966666667,N/A,22.7,N/A,-99,1011.4,0.9,N/A,0.2,N/A
C0A640,24.9939694444444,121.662916666667,N/A,21.7,N/A,0.5,990.0,0.9,N/A,0.0,N/A
C0A650,25.0027194444444,121.742891666667,N/A,20.5,N/A,6.5,984.0,1,N/A,0.8,N/A
C0C460,24.8202083333333,121.352280555556,N/A,20.8,N/A,0.0,961.7,0.9,N/A,0.0,N/A
C0C480,24.992425,121.323172222222,N/A,23.9,N/A,0.0,1003.1,0.78,N/A,2.5,N/A
C0C490,24.9287083333333,121.283288888889,N/A,-99,N/A,-99,-99,-99,N/A,-99,N/A
C0D390,24.7982277777778,121.173947222222,N/A,23.9,N/A,0.0,996.5,0.8,N/A,0.0,N/A
C0A9F0,25.0794222222222,121.57545,N/A,24.3,N/A,0.0,1012.2,0.98,N/A,2.9,N/A
C0AG80,24.9916222222222,121.491791666667,N/A,25.3,N/A,-99,1009.6,0.78,N/A,1.2,N/A
C0A9C0,25.1174944444444,121.537169444444,N/A,24.4,N/A,-99,1012.0,0.75,N/A,2.5,N/A
C0A980,25.1095083333333,121.469680555556,N/A,24.9,N/A,-99,1014.8,0.78,N/A,2.4,N/A
C0AC40,25.175675,121.522408333333,N/A,16.8,N/A,-99,895.6,1,N/A,2.8,N/A
C0AD00,25.2581305555556,121.501916666667,N/A,22.6,N/A,-99,1005.7,0.88,N/A,2.5,N/A
C0AD10,25.1502111111111,121.403947222222,N/A,25.1,N/A,-99,1011.5,0.78,N/A,5.5,N/A
