Name,Lat,Longt,Cluster,AirTemp,RelativeHumidity,WindSpeed
AFTY_2005_8_29.n3,42.73333,-110.93583,3,0.6962209302325582,0.1375,0.0375
AFWT2_2005_8_29.n3,28.3044,-96.8233,0,0.7965116279069767,0.44,0.05
AFWW3_2005_8_29.n3,44.6981,-91.1342,1,0.6744186046511628,0.56,0.03
AGFO3_2005_8_29.n3,42.5522,-124.0578,0,0.6569767441860465,0.53,0.05
AGKO_2005_8_29.n3,42.56528,-121.9825,0,0.6581395348837209,0.365,0.0925
AGLA2_2005_8_29.n3,65.02,-146.2281,0,0.6162790697674418,0.3,0.02
AGZM5_2005_8_29.n3,48.5,-95.87,1,0.6337209302325582,0.72,0.07
AHTI_2005_8_29.n3,44.025,-111.46667,3,0.7002906976744186,0.145,0.075
AKFLO_2005_8_29.n3,42.16472,-121.755,3,0.7125,0.2175,0.0275
ALDC1_2005_8_29.n3,40.1867,-123.5903,1,0.6511627906976745,0.63,0.02
ALDM8_2005_8_29.n3,47.9225,-108.5528,3,0.7151162790697675,0.11,0.02
ALFO3_2005_8_29.n3,43.9214,-119.5964,3,0.7209302325581395,0.08,0.07
ALHF1_2005_8_29.n3,29.803,-82.41,1,0.7084302325581395,0.765,0.055
ALLN2_2005_8_29.n3,39.7358,-115.5186,3,0.75,0.06,0.05
ALRA3_2005_8_29.n3,33.8417,-109.1222,3,0.6511627906976745,0.2,0.03
ALRN2_2005_8_29.n3,41.6869,-116.7661,3,0.7616279069767442,0.06,0.11
ALSA2_2005_8_29.n3,60.1958,-154.32,2,0.5581395348837209,0.88,0.08
ALT_2005_8_29.n3,40.571,-111.631,3,0.602906976744186,0.24,0.0
AMDN8_2005_8_29.n3,46.5461,-103.5186,3,0.7151162790697675,0.21,0.06
AMNC1_2005_8_29.n3,36.7567,-120.3714,3,0.811046511627907,0.2,0.0725
AMOC1_2005_8_29.n3,33.3814,-117.2856,1,0.6918604651162791,0.64,0.08
ANDW4_2005_8_29.n3,42.4372,-108.9456,3,0.6627906976744186,0.09,0.08
ANEC1_2005_8_29.n3,32.8344,-116.7397,3,0.7441860465116279,0.27,0.0
ANEW1_2005_8_29.n3,48.7431,-119.6222,3,0.622093023255814,0.24,0.17
ANIC1_2005_8_29.n3,34.0158,-119.3597,2,0.6046511627906976,0.85,0.23
ANPM1_2005_8_29.n3,44.3769,-68.2608,2,0.6162790697674418,0.92,0.08
ANWT2_2005_8_29.n3,29.6617,-96.2597,1,0.7616279069767442,0.57,0.07
AOST2_2005_8_29.n3,33.72525,-102.19080000000001,0,0.702858527131783,0.5416666666666666,0.05583333333333333
AP001_2005_8_29.n3,40.0545,-105.2078,0,0.6802325581395349,0.395,0.005
AP002_2005_8_29.n3,24.6611,-81.4825,2,0.7151162790697675,0.82,0.075
AP004_2005_8_29.n3,37.1005,-76.545,0,0.7063953488372093,0.44,0.025
AP005_2005_8_29.n3,39.0152,-96.2888,2,0.7034883720930233,0.99,0.0025
AP008_2005_8_29.n3,28.5627,-81.2708,1,0.727906976744186,0.726,0.038
AP012_2005_8_29.n3,41.70236,-86.87868,2,0.6787790697674418,1.0,0.0225
AP013_2005_8_29.n3,45.0465,-93.3458,0,0.6555232558139535,0.5125,0.0275
AP014_2005_8_29.n3,40.7272,-73.6908,2,0.6802325581395349,0.856,0.006
AP015_2005_8_29.n3,42.3447,-74.0305,0,0.6627906976744186,0.46,0.03
AP017_2005_8_29.n3,41.7797,-107.1167,2,0.6947674418604651,1.0,0.0125
AP019_2005_8_29.n3,42.1972,-79.4243,1,0.6366279069767442,0.63,0.0
AP020_2005_8_29.n3,32.4418,-110.78,0,0.6148255813953488,0.5225,0.0
AP022_2005_8_29.n3,26.1275,-81.766,1,0.7398255813953488,0.5925,0.0625
AP023_2005_8_29.n3,35.9953,-115.0697,3,0.8343023255813954,0.09,0.0125
AP030_2005_8_29.n3,27.8572,-82.8043,2,0.7456395348837209,1.0,0.05
AP034_2005_8_29.n3,41.9207,-80.2385,1,0.6933139534883721,0.6425,0.0075
AP035_2005_8_29.n3,47.4693,-122.61219999999999,2,0.6356589147286822,0.8266666666666667,0.01
AP036_2005_8_29.n3,47.5533,-122.8813,0,0.624031007751938,0.36,0.003333333333333333
AP038_2005_8_29.n3,27.8273,-82.6502,2,0.7369186046511628,1.0,0.0675
AP039_2005_8_29.n3,27.864,-82.7247,1,0.7412790697674418,0.64,0.04
AP040_2005_8_29.n3,41.2895,-96.0437,2,0.6351744186046512,0.845,0.0075
AP044_2005_8_29.n3,34.9517,-82.2593,0,0.7543604651162791,0.4175,0.0175
AP046_2005_8_29.n3,39.47417,-94.5758,1,0.7238372093023255,0.57,0.0
AP047_2005_8_29.n3,27.4788,-82.518,1,0.7180232558139535,0.765,0.075
AP051_2005_8_29.n3,34.275,-88.4133,0,0.7558139534883721,0.4075,0.04
AP053_2005_8_29.n3,31.0638,-97.4925,1,0.7122093023255814,0.6025,0.055
AP056_2005_8_29.n3,32.36468,-110.9725,2,0.7877906976744186,1.0,0.0
AP058_2005_8_29.n3,41.3428,-94.3172,0,0.6875,0.54,0.0025
AP061_2005_8_29.n3,38.5422,-121.3705,3,0.7979651162790697,0.1625,0.0225
AP063_2005_8_29.n3,28.566,-81.3492,1,0.7151162790697675,0.755,0.0
AP064_2005_8_29.n3,43.1312,-77.5115,1,0.6947674418604651,0.695,0.0
AP066_2005_8_29.n3,39.5667,-75.8722,2,0.7228682170542635,1.0,0.0
AP067_2005_8_29.n3,28.1875,-82.3388,2,0.6802325581395349,1.0,0.0075
AP069_2005_8_29.n3,40.1575,-75.3975,2,0.6656976744186046,0.9325,0.0
AP071_2005_8_29.n3,34.0005,-81.0727,0,0.7805232558139535,0.5375,0.0
AP073_2005_8_29.n3,30.2267,-98.1958,0,0.748546511627907,0.4,0.0525
AP074_2005_8_29.n3,44.7835,-93.49129999999998,1,0.6821705426356589,0.6766666666666667,0.07
AP075_2005_8_29.n3,51.017500000000005,-113.9955,3,0.7054263565891472,0.2366666666666667,0.02
AP079_2005_8_29.n3,38.2244,-85.7035,2,0.6497093023255814,0.99,0.0
AP080_2005_8_29.n3,44.145,-122.5885,0,0.6875,0.465,0.0075
AP086_2005_8_29.n3,29.6727,-98.1157,0,0.7703488372093024,0.43,0.055
AP093_2005_8_29.n3,41.32,-96.3658,1,0.6482558139534884,0.7475,0.0
AP095_2005_8_29.n3,41.1518,-96.0597,2,0.6293604651162791,0.9575,0.04
AP096_2005_8_29.n3,33.2673,-96.5327,0,0.747093023255814,0.36,0.065
AP105_2005_8_29.n3,26.5413,-80.0697,2,0.7616279069767442,1.0,0.0575
AP108_2005_8_29.n3,40.26833,-83.6075,1,0.7005813953488372,0.6,0.0
AP109_2005_8_29.n3,43.6363,-73.7968,2,0.6511627906976745,0.9025,0.0
AP110_2005_8_29.n3,40.0352,-82.9913,3,0.752906976744186,0.1775,0.0075
AP117_2005_8_29.n3,31.786,-106.3818,0,0.7063953488372093,0.4425,0.0475
AP119_2005_8_29.n3,42.8663,-85.8617,0,0.6686046511627907,0.525,0.0325
AP125_2005_8_29.n3,42.941,-86.0877,2,0.690406976744186,1.0,0.03
AP127_2005_8_29.n3,42.531,-85.8252,0,0.6773255813953488,0.475,0.0675
AP129_2005_8_29.n3,43.8755,-85.8422,0,0.7325581395348837,0.55,0.16
AP131_2005_8_29.n3,43.2408,-84.88,0,0.686046511627907,0.48,0.0575
AP132_2005_8_29.n3,43.5598,-85.7742,3,0.6705426356589147,0.26666666666666666,0.06
AP136_2005_8_29.n3,43.6417,-86.3293,0,0.6656976744186046,0.535,0.0875
AP137_2005_8_29.n3,39.5802,-105.0113,3,0.6744186046511628,0.28600000000000003,0.0
AP138_2005_8_29.n3,39.8847,-94.7258,1,0.7281976744186046,0.6325,0.0
AP139_2005_8_29.n3,36.2017,-115.26,3,0.8226744186046512,0.135,0.055
AP142_2005_8_29.n3,32.8168,-96.7038,0,0.757751937984496,0.45,0.0
AP143_2005_8_29.n3,33.1634,-96.5727,0,0.7616279069767442,0.44,0.015
AP146_2005_8_29.n3,28.3772,-80.713,2,0.7209302325581395,0.8775,0.015
AP152_2005_8_29.n3,45.3452,-93.5917,0,0.6666666666666667,0.5033333333333334,0.01
AP154_2005_8_29.n3,39.106,-84.8805,0,0.7543604651162791,0.54,0.0125
AP155_2005_8_29.n3,33.563,-95.2968,0,0.7630813953488372,0.4325,0.015
AP156_2005_8_29.n3,34.8635,-118.1728,3,0.7994186046511628,0.15,0.095
AP159_2005_8_29.n3,35.1038,-78.99,1,0.7441860465116279,0.575,0.0
AP163_2005_8_29.n3,45.0402,-92.8612,0,0.6787790697674418,0.425,0.045
AP164_2005_8_29.n3,45.5878,-122.1582,0,0.686046511627907,0.53,0.0
AP167_2005_8_29.n3,40.7335,-78.9172,1,0.6758720930232558,0.615,0.0075
AP171_2005_8_29.n3,46.6033,-120.6905,3,0.7340116279069767,0.215,0.0225
AP172_2005_8_29.n3,46.98330000000001,-123.8275,2,0.5813953488372093,0.95,0.0
AP183_2005_8_29.n3,30.8942,-102.8908,3,0.7645348837209303,0.28,0.0375
AP184_2005_8_29.n3,35.993,-80.3108,1,0.7180232558139535,0.595,0.0
AP185_2005_8_29.n3,27.9435,-82.7593,1,0.7238372093023255,0.6375,0.0
AP187_2005_8_29.n3,36.0854,-86.9384,2,0.6598837209302325,1.0,0.0075
AP189_2005_8_29.n3,28.2605,-81.1443,2,0.7005813953488372,0.88,0.025
AP190_2005_8_29.n3,39.634,-105.0475,3,0.6802325581395349,0.255,0.0
AP192_2005_8_29.n3,36.145,-79.845,1,0.7194767441860465,0.5775,0.01
AP193_2005_8_29.n3,40.5017,-74.5028,2,0.6569767441860465,0.985,0.0
AP194_2005_8_29.n3,39.4297,-87.6542,1,0.7412790697674418,0.705,0.0
AP196_2005_8_29.n3,41.1533,-72.2883,2,0.6773255813953488,0.795,0.0
AP200_2005_8_29.n3,36.60132,-121.83726,1,0.6191860465116279,0.7575,0.0475
AP201_2005_8_29.n3,37.4068,-120.8485,3,0.7834302325581395,0.275,0.0675
AP203_2005_8_29.n3,36.5113,-119.6817,0,0.7994186046511628,0.3625,0.0
AP204_2005_8_29.n3,35.2638,-120.7108,1,0.6133720930232558,0.69,0.115
AP205_2005_8_29.n3,44.4735,-70.0425,2,0.6337209302325582,0.8,0.0
AP207_2005_8_29.n3,44.478,-69.3438,2,0.6104651162790697,0.835,0.0175
AP210_2005_8_29.n3,44.633,-69.8933,2,0.6380813953488372,0.865,0.015
AP214_2005_8_29.n3,42.5352,-71.468,2,0.6627906976744186,0.9225,0.0
AP218_2005_8_29.n3,46.1608,-100.9612,3,0.7209302325581395,0.26,0.05333333333333333
AP221_2005_8_29.n3,49.4017,-97.3033,1,0.6322674418604651,0.6375,0.07
AP223_2005_8_29.n3,35.6253,-105.4325,0,0.6007751937984497,0.5166666666666666,0.003333333333333333
AP225_2005_8_29.n3,38.92,-95.4538,2,0.7136627906976745,1.0,0.03
AP227_2005_8_29.n3,35.4525,-97.6968,1,0.752906976744186,0.6475,0.0325
AP233_2005_8_29.n3,38.2652,-84.681,2,0.6308139534883721,1.0,0.0
AP235_2005_8_29.n3,38.94872,-84.66257,1,0.7049418604651163,0.605,0.0
AP241_2005_8_29.n3,44.9271,-72.9821,1,0.6816860465116279,0.615,0.05
AP243_2005_8_29.n3,45.5083,-73.5625,3,0.6918604651162791,0.0,0.06
AP244_2005_8_29.n3,46.7427,-71.4388,1,0.6613372093023255,0.76,0.0
AP245_2005_8_29.n3,42.246,-72.6763,2,0.6526162790697675,0.9475,0.0
AP248_2005_8_29.n3,42.9108,-76.9083,1,0.7034883720930233,0.6325,0.0
AP250_2005_8_29.n3,46.638,-111.943,3,0.7422480620155039,0.18333333333333332,0.04333333333333333
AP253_2005_8_29.n3,35.0545,-106.54,3,0.6918604651162791,0.255,0.1475
AP254_2005_8_29.n3,27.8733,-82.2478,2,0.6831395348837209,0.9425,0.035
AP255_2005_8_29.n3,31.8287,-106.4488,3,0.7122093023255814,0.2725,0.02
AP258_2005_8_29.n3,38.5797,-76.9963,2,0.7093023255813954,0.8066666666666668,0.0
AP259_2005_8_29.n3,38.9747,-76.3342,2,0.7046511627906977,0.826,0.027999999999999997
AP262_2005_8_29.n3,38.4943,-76.7022,1,0.7005813953488372,0.665,0.0
AP263_2005_8_29.n3,34.2992,-118.5112,3,0.7659883720930233,0.3025,0.0175
AP264_2005_8_29.n3,39.3725,-101.0483,3,0.7441860465116279,0.19,0.0
AP268_2005_8_29.n3,47.6195,-122.0455,1,0.6409883720930233,0.5725,0.0425
AP273_2005_8_29.n3,41.5655,-71.4943,2,0.6744186046511628,0.93,0.0
AP277_2005_8_29.n3,34.1543,-114.2575,3,0.8561046511627907,0.1125,0.055
AP278_2005_8_29.n3,44.8263,-68.7177,2,0.627906976744186,1.0,0.0
AP279_2005_8_29.n3,43.8492,-69.815,2,0.6406976744186047,0.9420000000000001,0.0
AP280_2005_8_29.n3,30.3597,-91.093,1,0.7223837209302325,0.675,0.0
AP283_2005_8_29.n3,41.4925,-72.2758,2,0.6744186046511628,1.0,0.02
AP284_2005_8_29.n3,41.491,-72.8405,2,0.6763565891472868,0.8633333333333333,0.01
AP286_2005_8_29.n3,40.4,-75.8333,2,0.6395348837209303,0.99,0.0
AP289_2005_8_29.n3,43.2842,-73.654,2,0.6569767441860465,0.88,0.02
AP292_2005_8_29.n3,40.4497,-74.4785,2,0.6700581395348837,0.99,0.0
AP294_2005_8_29.n3,39.8847,-74.1738,2,0.6947674418604651,0.86,0.01
AP295_2005_8_29.n3,38.6052,-77.1363,2,0.7093023255813954,0.785,0.0
AP296_2005_8_29.n3,38.9767,-76.5505,2,0.7063953488372093,1.0,0.035
AP302_2005_8_29.n3,18.4,-66.08,0,0.7732558139534884,0.535,0.07
AP303_2005_8_29.n3,42.0312,-73.8962,2,0.6584302325581395,0.92,0.0
AP307_2005_8_29.n3,39.9848,-75.3793,1,0.6715116279069767,0.76,0.0075
AP315_2005_8_29.n3,43.01053,-79.01967,3,0.7151162790697675,0.285,0.0625
AP319_2005_8_29.n3,43.22,-79.8552,3,0.6821705426356589,0.1,0.03666666666666667
AP320_2005_8_29.n3,42.9938,-80.3172,0,0.7174418604651163,0.49,0.048
AP321_2005_8_29.n3,43.4043,-80.6335,3,0.6589147286821705,0.0,0.14333333333333334
AP324_2005_8_29.n3,38.9172,-79.494,3,0.6802325581395349,0.0,0.04
AP329_2005_8_29.n3,36.73,-78.3608,1,0.751453488372093,0.57,0.06
AP340_2005_8_29.n3,36.135,-81.1733,0,0.7170542635658914,0.5266666666666666,0.023333333333333334
AP341_2005_8_29.n3,36.0992,-81.8897,2,0.627906976744186,0.9566666666666667,0.07666666666666667
AP346_2005_8_29.n3,40.0208,-83.0543,0,0.7398255813953488,0.4075,0.0
AP350_2005_8_29.n3,39.6272,-84.2793,2,0.7369186046511628,1.0,0.0175
AP355_2005_8_29.n3,42.5235,-82.8774,0,0.7165697674418605,0.43,0.0
AP359_2005_8_29.n3,40.6463,-111.9015,3,0.75,0.18,0.0
AP364_2005_8_29.n3,32.34581,-90.12427,1,0.7543604651162791,0.5925,0.0025
AP370_2005_8_29.n3,26.9963,-82.3967,2,0.7296511627906976,1.0,0.07
AP373_2005_8_29.n3,28.2457,-80.6145,2,0.7136627906976745,0.9175,0.0775
AP375_2005_8_29.n3,27.584999999999997,-80.4343,1,0.7441860465116279,0.61,0.0
AP377_2005_8_29.n3,42.37625,-87.99108,0,0.6831395348837209,0.5375,0.0
AP386_2005_8_29.n3,34.0885,-84.3743,0,0.7252906976744186,0.4675,0.03
AP388_2005_8_29.n3,33.86335,-84.09166,1,0.7302325581395348,0.674,0.012
AP390_2005_8_29.n3,33.4045,-111.5732,3,0.8406976744186047,0.18600000000000003,0.034
AP395_2005_8_29.n3,33.345,-84.4457,2,0.7005813953488372,0.9275,0.0
AP400_2005_8_29.n3,43.1438,-88.593,0,0.6744186046511628,0.53,0.016666666666666666
AP404_2005_8_29.n3,38.6048,-78.7855,1,0.7063953488372093,0.6625,0.0
AP407_2005_8_29.n3,39.1847,-74.7502,1,0.75,0.75,0.01
AP408_2005_8_29.n3,39.4922,-105.3142,3,0.6438953488372093,0.2175,0.005
AP414_2005_8_29.n3,44.735,-67.5018,2,0.626453488372093,1.0,0.0225
AP415_2005_8_29.n3,44.2035,-70.69,2,0.627906976744186,0.956,0.004
AP422_2005_8_29.n3,44.2917,-68.342,1,0.623546511627907,0.685,0.015
AP423_2005_8_29.n3,33.991,-114.433,3,0.8488372093023255,0.145,0.0425
AP430_2005_8_29.n3,38.9522,-92.33,2,0.6976744186046512,1.0,0.07
AP431_2005_8_29.n3,38.6717,-90.5392,0,0.7281976744186046,0.425,0.0
AP445_2005_8_29.n3,44.031,-92.5327,2,0.6962209302325582,1.0,0.005
AP446_2005_8_29.n3,43.9692,-92.4802,0,0.686046511627907,0.3975,0.0225
AP455_2005_8_29.n3,41.2862,-96.15,2,0.6468023255813954,0.845,0.09
AP456_2005_8_29.n3,41.1922,-104.8368,3,0.7093023255813954,0.135,0.045
AP457_2005_8_29.n3,41.428,-96.155,1,0.6468023255813954,0.6675,0.0925
AP458_2005_8_29.n3,41.4488,-96.4847,2,0.6468023255813954,0.77,0.0225
AP463_2005_8_29.n3,34.7942,-86.7335,0,0.7441860465116279,0.52,0.015
AP469_2005_8_29.n3,47.7355,-122.2008,1,0.6162790697674418,0.655,0.02
AP473_2005_8_29.n3,48.5542,-123.4485,2,0.5930232558139535,0.78,0.0
AP476_2005_8_29.n3,46.1827,-122.9583,0,0.5915697674418605,0.37,0.0
AP478_2005_8_29.n3,47.6358,-117.6963,2,0.7165697674418605,1.0,0.025
AP483_2005_8_29.n3,30.473,-87.2352,1,0.7383720930232558,0.655,0.1525
AP492_2005_8_29.n3,33.69,-114.216,3,0.8561046511627907,0.115,0.0
AP499_2005_8_29.n3,30.4525,-87.2168,1,0.7340116279069767,0.7,0.095
AP500_2005_8_29.n3,43.1575,-71.895,1,0.622093023255814,0.64,0.0
AP504_2005_8_29.n3,37.25,-79.93,1,0.7093023255813954,0.6,0.0
AP505_2005_8_29.n3,30.665,-81.5388,2,0.7281976744186046,0.84,0.0
AP506_2005_8_29.n3,38.9333,-95.2068,1,0.7281976744186046,0.635,0.0025
AP519_2005_8_29.n3,40.76,-74.8463,2,0.6424418604651163,0.99,0.0
AP520_2005_8_29.n3,28.5763,-81.4442,2,0.7093023255813954,0.895,0.0125
AP521_2005_8_29.n3,34.1458,-84.1058,1,0.7252906976744186,0.7775,0.0125
AP522_2005_8_29.n3,39.2431,-76.9983,2,0.6976744186046512,0.795,0.0
AP523_2005_8_29.n3,43.6472,-116.3162,3,0.8037790697674418,0.17,0.0175
AP526_2005_8_29.n3,34.7122,-83.4399,1,0.7180232558139535,0.67,0.0075
AP530_2005_8_29.n3,24.6693,-81.3605,2,0.7267441860465116,0.835,0.11
AP534_2005_8_29.n3,40.71156,-73.6417,2,0.690406976744186,0.7925,0.0075
AP535_2005_8_29.n3,41.9929,-71.1669,1,0.6841085271317829,0.7466666666666667,0.0
AP537_2005_8_29.n3,28.4845,-80.8028,2,0.7165697674418605,0.91,0.0
AP541_2005_8_29.n3,33.84983,-117.87983,0,0.7456395348837209,0.3975,0.0175
AP542_2005_8_29.n3,40.3447,-105.0997,3,0.7238372093023255,0.2,0.0525
AP544_2005_8_29.n3,40.3747,-75.2703,3,0.23255813953488372,0.0,0.0
AP551_2005_8_29.n3,43.4522,-96.1798,0,0.6918604651162791,0.53,0.0
AP554_2005_8_29.n3,39.7405,-74.2905,1,0.690406976744186,0.6525,0.0175
AP555_2005_8_29.n3,41.63,-72.9452,2,0.6598837209302325,1.0,0.0
AP560_2005_8_29.n3,38.3915,-86.9302,1,0.6802325581395349,0.75,0.12
AP561_2005_8_29.n3,38.429,-87.778,1,0.7311046511627907,0.7025,0.0
AP564_2005_8_29.n3,42.458,-71.1955,2,0.6686046511627907,0.78,0.03
AP565_2005_8_29.n3,29.8802,-85.2142,2,0.7034883720930233,0.86,0.03333333333333333
AP566_2005_8_29.n3,27.9947,-81.926,2,0.6976744186046512,1.0,0.0
AP567_2005_8_29.n3,42.4825,-79.3427,0,0.7180232558139535,0.44,0.005
AP570_2005_8_29.n3,40.9467,-76.4522,1,0.6933139534883721,0.72,0.005
AP571_2005_8_29.n3,38.11579,-122.26831,3,0.786046511627907,0.198,0.038
AP573_2005_8_29.n3,29.663,-82.3347,0,0.7165697674418605,0.435,0.01
AP574_2005_8_29.n3,38.87537,-99.31108,0,0.7180232558139535,0.4775,0.0475
AP578_2005_8_29.n3,44.0108,-72.4833,2,0.622093023255814,0.87,0.0
AP580_2005_8_29.n3,38.6558,-87.1722,0,0.7427325581395349,0.5025,0.0
AP581_2005_8_29.n3,40.992,-89.45717,0,0.6802325581395349,0.53,0.0
AP583_2005_8_29.n3,40.778,-89.7547,2,0.23255813953488372,1.0,0.0
AP588_2005_8_29.n3,34.9638,-82.7613,2,0.687984496124031,1.0,0.0
AP590_2005_8_29.n3,32.85102,-97.27486,0,0.75,0.385,0.005
AP599_2005_8_29.n3,30.1955,-85.6742,0,0.48546511627906974,0.35,0.045
AP606_2005_8_29.n3,45.5083,-73.7963,1,0.7093023255813954,0.6866666666666668,0.0
AP611_2005_8_29.n3,40.9808,-111.9042,2,0.7616279069767442,1.0,0.0
AP612_2005_8_29.n3,41.1142,-112.0618,3,0.7601744186046512,0.18,0.0275
AP627_2005_8_29.n3,50.14939,-96.88905,2,0.6090116279069767,0.77,0.07
AP638_2005_8_29.n3,30.3958,-97.6917,1,0.6744186046511628,0.565,0.0
AP641_2005_8_29.n3,46.8912,-100.7778,0,0.7122093023255814,0.425,0.07
AP642_2005_8_29.n3,41.2198,-96.489,1,0.6482558139534884,0.73,0.13
AP647_2005_8_29.n3,29.553,-98.6247,2,0.7674418604651163,1.0,0.01
AP650_2005_8_29.n3,35.63883,-78.863,1,0.7616279069767442,0.685,0.0075
AP651_2005_8_29.n3,31.636,-97.48,1,0.7180232558139535,0.705,0.0
AP653_2005_8_29.n3,32.396,-97.7848,3,0.7776162790697675,0.2225,0.0075
AP654_2005_8_29.n3,32.415,-97.7992,0,0.7587209302325582,0.43,0.03
AP656_2005_8_29.n3,32.5677,-97.2657,0,0.7543604651162791,0.4675,0.015
AP674_2005_8_29.n3,42.708,-71.4453,2,0.6671511627906976,0.78,0.0
AP677_2005_8_29.n3,42.0368,-97.4525,0,0.6918604651162791,0.5175,0.0
AP680_2005_8_29.n3,42.721,-71.4698,0,0.6395348837209303,0.5,0.0
AP682_2005_8_29.n3,45.01081,-124.0061,2,0.5712209302325582,1.0,0.04
AP685_2005_8_29.n3,45.6605,-122.6042,1,0.6526162790697675,0.67,0.03
AP689_2005_8_29.n3,34.7245,-86.6453,1,0.7412790697674418,0.61,0.0525
AP690_2005_8_29.n3,34.6537,-86.5817,1,0.75,0.5525,0.03
AP697_2005_8_29.n3,43.9407,-71.1292,2,0.622093023255814,0.96,0.0
AP705_2005_8_29.n3,36.5238,-82.5072,3,0.7354651162790697,0.02,0.0075
AP706_2005_8_29.n3,40.9253,-98.4003,1,0.688953488372093,0.5875,0.0775
AP707_2005_8_29.n3,39.09066,-104.75222,0,0.6424418604651163,0.325,0.025
AP710_2005_8_29.n3,47.4393,-122.1808,0,0.6584302325581395,0.515,0.0325
AP712_2005_8_29.n3,42.7875,-71.3995,2,0.6671511627906976,0.8,0.0
AP715_2005_8_29.n3,35.6253,-78.3288,0,0.7572674418604651,0.525,0.03
AP718_2005_8_29.n3,33.47,-83.265,1,0.7151162790697675,0.7475,0.0
AP723_2005_8_29.n3,28.601,-81.1685,1,0.7360465116279069,0.78,0.026000000000000002
AP724_2005_8_29.n3,28.0257,-80.6837,2,0.6976744186046512,0.968,0.0
AP725_2005_8_29.n3,27.9283,-80.6535,2,0.7005813953488372,0.895,0.0
AP731_2005_8_29.n3,37.6453,-122.4717,2,0.5465116279069767,0.93,0.09
AP732_2005_8_29.n3,43.3195,-88.1683,0,0.6729651162790697,0.5225,0.045
AP733_2005_8_29.n3,32.89,-95.9255,0,0.7601744186046512,0.5225,0.05
AP739_2005_8_29.n3,33.6393,-117.1463,0,0.7965116279069767,0.335,0.05
AP741_2005_8_29.n3,39.9852,-105.1548,3,0.6802325581395349,0.1875,0.0025
AP742_2005_8_29.n3,33.5917,-84.0502,2,0.7131782945736435,0.84,0.0
AP744_2005_8_29.n3,39.876,-105.0955,3,0.6686046511627907,0.275,0.02
AP747_2005_8_29.n3,33.6846,-86.5971,1,0.7034883720930233,0.7625,0.0075
